category,name,lat,lon,snapped_lat,snapped_lon,stage,stage_start_km,distance_to_route,amenity,shop,tourism
water,Charij1,32.3159786,-6.311785,32.3159786,-6.311785,1,0.0,991,drinking_water,,
water,Charij2,32.3198365,-6.275915,32.3198365,-6.275915,1,0.0,978,drinking_water,,
water,,32.3243757,-5.658177,32.3243757,-5.658177,1,0.0,975,drinking_water,,
water,,32.2772592,-5.6558005,32.2772592,-5.6558005,1,0.0,907,drinking_water,,
water,,32.2382622,-6.1179885,32.2382622,-6.1179885,1,0.0,950,drinking_water,,
water,,32.2697413,-6.0546669,32.2697413,-6.0546669,1,0.0,980,drinking_water,,
food,,32.3124135,-5.6504112,32.3124135,-5.6504112,1,0.0,998,cafe,,
food,فضاء فاطمة,32.3189366,-6.333808,32.3189366,-6.333808,1,0.0,721,cafe,,
food,Café Hicham,32.3121057,-5.6505252,32.3121057,-5.6505252,1,0.0,996,cafe,,
food,Kasr Ain Asserdoun,32.3238035,-6.3375893,32.3238035,-6.3375893,1,0.0,157,fast_food,,
food,,32.2381593,-6.1162817,32.2381593,-6.1162817,1,0.0,987,restaurant,,
food,,32.2383295,-6.1162676,32.2383295,-6.1162676,1,0.0,998,cafe,,
hotel,,32.3122642,-5.6504302,32.3122642,-5.6504302,1,0.0,982,,,hostel
hotel,Hôtel Atlas,32.3126899,-5.6504655,32.3126899,-5.6504655,1,0.0,993,,,hotel
hotel,Gite Tighaze,32.3414445,-5.8217134,32.3414445,-5.8217134,1,0.0,949,,,guest_house
hotel,Gite d'Etape Aoujgal,32.3436763,-5.8173176,32.3436763,-5.8173176,1,0.0,940,,,guest_house
hotel,Club Kahrama Béni Mellal,32.3229605,-6.3420007,32.3229605,-6.3420007,1,0.0,551,,,hotel
supermarket,,32.3123549,-5.6507306,32.3123549,-5.6507306,1,0.0,997,,convenience,
pharmacy,Pharmacie Essoumaa صيدلية الصومعة,32.3336603,-6.3353532,32.3336603,-6.3353532,1,0.0,973,pharmacy,,
fuel,Afriquia أفريقيا,32.2362041,-6.1227107,32.2362041,-6.1227107,1,0.0,970,fuel,,
hospital,Centre de Santé Rural Niveau 1 Boutferda,32.3551321,-5.832013,32.3551321,-5.832013,1,0.0,988,clinic,,
water,,31.6434466,-5.8413987,31.6434466,-5.8413987,2,150.0,982,drinking_water,,
water,,31.8308575,-5.470022,31.8308575,-5.470022,2,150.0,960,drinking_water,,
food,,31.6816034,-5.5330784,31.6816034,-5.5330784,2,150.0,972,restaurant,,
food,Restaurant Auberg Afoud,32.0065955,-5.4862633,32.0065955,-5.4862633,2,150.0,997,restaurant,,hostel
food,Auberge Ibrahim,32.0122154,-5.487619,32.0122154,-5.487619,2,150.0,984,restaurant,,hostel
food,Afsou,31.6739549,-5.5438061,31.6739549,-5.5438061,2,150.0,999,restaurant,,hotel
food,Ait Atta,31.6958585,-5.8193435,31.6958585,-5.8193435,2,150.0,992,restaurant,,hotel
food,Al Karam,31.695997,-5.8189704,31.695997,-5.8189704,2,150.0,971,restaurant,,hotel
food,Amazigh,31.6801511,-5.5348015,31.6801511,-5.5348015,2,150.0,919,restaurant,,hotel
food,El Warda,31.6951864,-5.8200253,31.6951864,-5.8200253,2,150.0,951,restaurant,,hotel
food,Imilchil Salon De The,31.6948726,-5.8209873,31.6948726,-5.8209873,2,150.0,991,cafe,,hotel
food,Tafouyt,31.6796251,-5.5341719,31.6796251,-5.5341719,2,150.0,962,restaurant,,hotel
food,Café Mawsim,32.1028506,-5.5250555,32.1028506,-5.5250555,2,150.0,990,cafe,,
food,,32.1560287,-5.6310463,32.1560287,-5.6310463,2,150.0,955,cafe,,
food,,32.1606752,-5.6297091,32.1606752,-5.6297091,2,150.0,938,restaurant,,
food,,32.1551321,-5.630913,32.1551321,-5.630913,2,150.0,921,cafe,,
food,,32.1557194,-5.6311441,32.1557194,-5.6311441,2,150.0,991,restaurant,,
food,,32.1559464,-5.6310331,32.1559464,-5.6310331,2,150.0,964,restaurant,,
food,,32.1561347,-5.6310349,32.1561347,-5.6310349,2,150.0,944,restaurant,,
food,,32.1552812,-5.6310535,32.1552812,-5.6310535,2,150.0,987,cafe,,
food,,32.1558585,-5.6310294,32.1558585,-5.6310294,2,150.0,974,restaurant,,
food,Cafe Restaurant Ifrane,32.1028557,-5.5242763,32.1028557,-5.5242763,2,150.0,943,cafe,,
food,Café restaurant le Presitigia,31.6963374,-5.8173409,31.6963374,-5.8173409,2,150.0,947,restaurant,,
food,La Vallee des Pommes,31.7011403,-5.812703,31.7011403,-5.812703,2,150.0,990,restaurant,,hotel
hotel,Hotel-Camping Addout,31.6810191,-5.5345718,31.6810191,-5.5345718,2,150.0,955,,,hotel
hotel,Chez Bassou,32.1570206,-5.6307307,32.1570206,-5.6307307,2,150.0,984,,,hotel
hotel,Auberge Tislit,32.1966148,-5.6423353,32.1966148,-5.6423353,2,150.0,997,,,guest_house
hotel,Auberge,31.7356677,-5.5500769,31.7356677,-5.5500769,2,150.0,972,,,guest_house
hotel,Hotel Agdal,31.6956495,-5.8196004,31.6956495,-5.8196004,2,150.0,998,,,hotel
hotel,Auberge Adrar,31.6832919,-5.5225036,31.6832919,-5.5225036,2,150.0,986,,,hotel
hotel,Ait Atta chez Hamid,31.6958411,-5.819385,31.6958411,-5.819385,2,150.0,996,,,hotel
hotel,,32.0759165,-5.4777987,32.0759165,-5.4777987,2,150.0,978,,,hotel
hotel,Auberge Atlas,32.1559958,-5.6311212,32.1559958,-5.6311212,2,150.0,960,,,hotel
hotel,Auberge La Victoire,32.1559543,-5.6309207,32.1559543,-5.6309207,2,150.0,962,,,hotel
hotel,Auberge l'Oasis,32.1560338,-5.6309214,32.1560338,-5.6309214,2,150.0,954,,,hotel
hotel,Collier d'Ambre,32.1572254,-5.6313375,32.1572254,-5.6313375,2,150.0,966,,,hotel
hotel,Auberge Tafilalt,32.1027052,-5.5247954,32.1027052,-5.5247954,2,150.0,976,,,guest_house
hotel,,32.1285443,-5.5579206,32.1285443,-5.5579206,2,150.0,980,,,guest_house
hotel,La vallee des Nomades,31.6938457,-5.8232489,31.6938457,-5.8232489,2,150.0,976,,,hotel
hotel,Tadmert,32.1757329,-5.6359837,32.1757329,-5.6359837,2,150.0,980,,,guest_house
hotel,,31.826979,-5.4703746,31.826979,-5.4703746,2,150.0,970,,,hotel
hotel,,32.1554695,-5.6311615,32.1554695,-5.6311615,2,150.0,967,,,hotel
hotel,,32.1551189,-5.6311066,32.1551189,-5.6311066,2,150.0,924,,,hotel
hotel,,32.1573329,-5.6312431,32.1573329,-5.6312431,2,150.0,953,,,hotel
hotel,Jardins de Imilchil,32.160826,-5.6295511,32.160826,-5.6295511,2,150.0,923,,,guest_house
hotel,Auberge Todra,32.1562762,-5.6309422,32.1562762,-5.6309422,2,150.0,995,,,hostel
hotel,Gite d'Etape Chez Zaid Ouchaoua,32.1578901,-5.6312918,32.1578901,-5.6312918,2,150.0,965,,,guest_house
hotel,Hotel Kasbah Adrar,32.1662022,-5.6301405,32.1662022,-5.6301405,2,150.0,977,,,hotel
hotel,Auberge Cascade,32.1598572,-5.6300781,32.1598572,-5.6300781,2,150.0,945,,,guest_house
hotel,Auberge Panorama,31.7534278,-5.4824179,31.7534278,-5.4824179,2,150.0,953,,,hostel
hotel,Auberge Ibrahim,32.0123794,-5.4876682,32.0123794,-5.4876682,2,150.0,976,,,hotel
hotel,,32.160647,-5.6295789,32.160647,-5.6295789,2,150.0,943,,,guest_house
hotel,,32.1964543,-5.6423113,32.1964543,-5.6423113,2,150.0,968,,,guest_house
hotel,Auberge Camping Amskou Imilchil,32.1906911,-5.6387547,32.1906911,-5.6387547,2,150.0,990,,,motel
hotel,Auberge Afoud,32.0065435,-5.4862005,32.0065435,-5.4862005,2,150.0,955,,,guest_house
hotel,Auberge Agoudal,32.0167309,-5.4812456,32.0167309,-5.4812456,2,150.0,962,,,hotel
hotel,Kasbah Citoyenne,32.0138539,-5.4838147,32.0138539,-5.4838147,2,150.0,982,,,hotel
supermarket,,32.0089412,-5.4900401,32.0089412,-5.4900401,2,150.0,972,,convenience,
supermarket,,32.1558589,-5.6310756,32.1558589,-5.6310756,2,150.0,975,,convenience,
supermarket,,32.1421016,-5.5762187,32.1421016,-5.5762187,2,150.0,943,,convenience,
supermarket,,31.6947017,-5.8213859,31.6947017,-5.8213859,2,150.0,939,,convenience,
pharmacy,,31.6962689,-5.8169484,31.6962689,-5.8169484,2,150.0,933,pharmacy,,
pharmacy,,32.1558822,-5.630918,32.1558822,-5.630918,2,150.0,970,pharmacy,,
pharmacy,Pharmacie de centre de M'semrir طيدلية مركز امسمرير,31.6977334,-5.8167833,31.6977334,-5.8167833,2,150.0,997,pharmacy,,
fuel,INOV,32.163507,-5.6299194,32.163507,-5.6299194,2,150.0,935,fuel,,
hospital,Centre de Santé Rural Niveau 2,32.1567737,-5.6313382,32.1567737,-5.6313382,2,150.0,944,clinic,,
atm,Al barid bank,32.1564352,-5.630821,32.1564352,-5.630821,2,150.0,976,atm,,
atm,ATM - El Barid Bank,32.1565273,-5.6309714,32.1565273,-5.6309714,2,150.0,967,atm,,
water,,31.3521062,-6.1031872,31.3521062,-6.1031872,3,300.0,998,drinking_water,,
water,,31.4411403,-6.0113722,31.4411403,-6.0113722,3,300.0,948,drinking_water,,
food,Berbère de la Montagne,31.557878,-5.9095123,31.557878,-5.9095123,3,300.0,989,restaurant,,hotel
food,Hotel Le Vieux Chateau du Dades,31.5233381,-5.9278167,31.5233381,-5.9278167,3,300.0,966,restaurant,,hotel
food,Atlas Berbere,31.5231062,-5.9279514,31.5231062,-5.9279514,3,300.0,995,restaurant,,hotel
food,La Source du Dades,31.552595,-5.907519,31.552595,-5.907519,3,300.0,988,restaurant,,hotel
food,Kasbah des Roches,31.5500739,-5.9096413,31.5500739,-5.9096413,3,300.0,998,restaurant,,hotel
food,Bleu Afriqua,31.5301953,-5.9250925,31.5301953,-5.9250925,3,300.0,959,restaurant,,
food,Taghya,31.550098,-5.9101471,31.550098,-5.9101471,3,300.0,971,restaurant,,camp_site;hotel
food,Kasbah de Lucas,31.538476,-5.9193904,31.538476,-5.9193904,3,300.0,997,restaurant,,hotel
food,La Gazelle du Dades,31.5206441,-5.9300728,31.5206441,-5.9300728,3,300.0,993,restaurant,,hotel
food,Tissa Drine,31.5214844,-5.9296,31.5214844,-5.9296,3,300.0,998,restaurant,,hotel
food,Auberge Chez Pierrette & Moha,31.5155794,-5.9331229,31.5155794,-5.9331229,3,300.0,997,restaurant,,hostel
food,Kasbah de la Valleé,31.5210362,-5.929812,31.5210362,-5.929812,3,300.0,971,restaurant,,hotel
food,Timzzillite,31.5296761,-5.9252327,31.5296761,-5.9252327,3,300.0,977,restaurant,,hotel
food,Les 5 Lunes,31.4952419,-5.950299,31.4952419,-5.950299,3,300.0,968,restaurant,,hotel
food,Amardoul,31.3908437,-6.1200321,31.3908437,-6.1200321,3,300.0,997,restaurant,,
food,Cafe Restaurant Du Marche,31.238995,-6.1281308,31.238995,-6.1281308,3,300.0,995,restaurant,,
food,El Amal,31.2366977,-6.1305506,31.2366977,-6.1305506,3,300.0,998,restaurant,,
food,Etaka,31.2398326,-6.1280703,31.2398326,-6.1280703,3,300.0,998,cafe,,
food,Kasbah Chems,31.383639,-6.1314838,31.383639,-6.1314838,3,300.0,977,cafe,,camp_site;hotel
food,Kasbah D'Idis,31.4219079,-6.0079402,31.4219079,-6.0079402,3,300.0,989,restaurant,,hotel
food,,31.3886155,-6.1250116,31.3886155,-6.1250116,3,300.0,993,restaurant,,hotel
food,Tamaloutte,31.3853591,-6.1302863,31.3853591,-6.1302863,3,300.0,984,restaurant,,hotel
food,Auberge Les Amandiers Chez Sophie,31.5112377,-5.9371403,31.5112377,-5.9371403,3,300.0,962,restaurant,,hotel
food,Aunom De La Rose,31.5590855,-5.9085419,31.5590855,-5.9085419,3,300.0,978,restaurant,,hotel
food,Dar Essyaha,31.4410245,-6.0113894,31.4410245,-6.0113894,3,300.0,943,restaurant,,hotel
food,Etoile Dades,31.5628696,-5.9069764,31.5628696,-5.9069764,3,300.0,951,restaurant,,hotel
food,Isabel,31.4466441,-5.9808662,31.4466441,-5.9808662,3,300.0,999,restaurant,,hotel
food,Kasba Ait Marghad,31.4525018,-5.9690957,31.4525018,-5.9690957,3,300.0,986,restaurant,,hotel
food,Kasbah Ait Arbi,31.4529106,-5.9696883,31.4529106,-5.9696883,3,300.0,970,restaurant,,hotel
food,Kasbah Tifawen Dades,31.4404339,-6.0136742,31.4404339,-6.0136742,3,300.0,976,cafe,,hotel
food,La Terrasse,31.4459991,-5.9816261,31.4459991,-5.9816261,3,300.0,982,restaurant,,hotel
food,La Vallee Des Figues,31.4550135,-5.9737345,31.4550135,-5.9737345,3,300.0,955,restaurant,,hotel
food,,31.5100515,-5.9384029,31.5100515,-5.9384029,3,300.0,990,cafe,,
food,Riad eco bio,31.4368547,-6.0027315,31.4368547,-6.0027315,3,300.0,985,restaurant,,hotel;camping
food,Riad des Vieilles Charrues,31.5015164,-5.9460224,31.5015164,-5.9460224,3,300.0,927,restaurant,,hotel
food,Sidi Boubkere,31.4404544,-5.9910706,31.4404544,-5.9910706,3,300.0,992,restaurant,,hotel
food,Tamazirt,31.4626574,-5.9731548,31.4626574,-5.9731548,3,300.0,995,restaurant,,hotel
food,Tamlalte,31.4471287,-5.9733624,31.4471287,-5.9733624,3,300.0,994,restaurant,,hotel
food,Auberge Miguirne Chez Ali,31.4389797,-5.9929728,31.4389797,-5.9929728,3,300.0,995,restaurant,,
food,Les Amis,31.5102449,-5.938639,31.5102449,-5.938639,3,300.0,986,restaurant,,
food,Ourti,31.4369095,-6.012243,31.4369095,-6.012243,3,300.0,911,restaurant,,
food,,31.2423568,-6.1287924,31.2423568,-6.1287924,3,300.0,997,cafe,,
food,Assalama,31.2399809,-6.1278022,31.2399809,-6.1278022,3,300.0,997,restaurant,,
food,,31.2367657,-6.1297461,31.2367657,-6.1297461,3,300.0,999,cafe,,
food,,31.2362623,-6.1304583,31.2362623,-6.1304583,3,300.0,996,cafe,,
food,Errabiaa,31.2371166,-6.12984,31.2371166,-6.12984,3,300.0,999,restaurant,,
food,Cafe La bellevue,31.2370042,-6.1300613,31.2370042,-6.1300613,3,300.0,995,cafe,,
food,Riad Citadelle Dades,31.4365364,-6.0101101,31.4365364,-6.0101101,3,300.0,996,restaurant,,
food,Restaurant Isabelle,31.4477198,-5.9731053,31.4477198,-5.9731053,3,300.0,972,restaurant,,
food,,31.4478092,-5.9721065,31.4478092,-5.9721065,3,300.0,987,restaurant,,
food,Fatima berber,31.4484867,-5.9796052,31.4484867,-5.9796052,3,300.0,991,restaurant,,
food,Hotel New Mars dades,31.5693203,-5.8982396,31.5693203,-5.8982396,3,300.0,961,restaurant,,
food,Riad Dadès Paradise,31.5027303,-5.9460356,31.5027303,-5.9460356,3,300.0,908,restaurant,,hotel
food,planet of pays,31.5002191,-5.946418,31.5002191,-5.946418,3,300.0,993,restaurant,,
food,,31.4480358,-5.9799728,31.4480358,-5.9799728,3,300.0,994,restaurant,,
food,Dar Ignane Restaurant,31.4491053,-5.9683642,31.4491053,-5.9683642,3,300.0,992,restaurant,,
food,Taghrout,31.436867,-6.0024964,31.436867,-6.0024964,3,300.0,963,cafe,,
food,,31.450039,-5.9686642,31.450039,-5.9686642,3,300.0,991,restaurant,,
food,,31.4491425,-5.9684863,31.4491425,-5.9684863,3,300.0,981,restaurant,,
supermarket,Super Marche,31.4800933,-5.9607338,31.4800933,-5.9607338,3,300.0,982,,convenience,
supermarket,Super Marche,31.4815234,-5.9595435,31.4815234,-5.9595435,3,300.0,991,,convenience,
supermarket,Super Marche,31.5100537,-5.9386184,31.5100537,-5.9386184,3,300.0,915,,convenience,
supermarket,,31.567065,-5.8992854,31.567065,-5.8992854,3,300.0,981,,convenience,
supermarket,,31.5695639,-5.8981206,31.5695639,-5.8981206,3,300.0,934,,convenience,
supermarket,,31.4536272,-5.9658565,31.4536272,-5.9658565,3,300.0,989,,convenience,
supermarket,petit magasin,31.3905735,-6.131943,31.3905735,-6.131943,3,300.0,982,,supermarket,
supermarket,,31.4384033,-6.0152963,31.4384033,-6.0152963,3,300.0,992,,convenience,
supermarket,selouan shop,31.2497452,-6.1277165,31.2497452,-6.1277165,3,300.0,994,,supermarket,
supermarket,,31.3859407,-6.1300313,31.3859407,-6.1300313,3,300.0,983,,convenience,
supermarket,,31.3873301,-6.1274773,31.3873301,-6.1274773,3,300.0,999,,convenience,
pharmacy,Pharmacie Kelaa M'Gouna صيدلية قلعة مكونة,31.2378612,-6.1281695,31.2378612,-6.1281695,3,300.0,996,pharmacy,,
pharmacy,Pharmacie Al Yosr صيدلية اليسر,31.2399431,-6.1282678,31.2399431,-6.1282678,3,300.0,999,pharmacy,,
pharmacy,Pharmacie Tamlalte صيدلية تملالت,31.2420809,-6.1280574,31.2420809,-6.1280574,3,300.0,997,pharmacy,,
pharmacy,Pharmacie Aït Hammou صيدلية ايت حمو,31.2372841,-6.129126,31.2372841,-6.129126,3,300.0,999,pharmacy,,
pharmacy,Pharmacie El Karam صيدلية الكرم,31.2383553,-6.1273732,31.2383553,-6.1273732,3,300.0,999,pharmacy,,
pharmacy,Pharmacie Dades صيدلية دادس,31.2393106,-6.1252011,31.2393106,-6.1252011,3,300.0,996,pharmacy,,
pharmacy,Pharmacie Rose Dades صيدلية ورود دادس,31.2391091,-6.1281744,31.2391091,-6.1281744,3,300.0,999,pharmacy,,
pharmacy,Pharmacie Al Amal صيدلية الأمل,31.240941,-6.1281997,31.240941,-6.1281997,3,300.0,996,pharmacy,,
fuel,TotalEnergies,31.2367532,-6.130436,31.2367532,-6.130436,3,300.0,995,fuel,,
hospital,Cabinet Dr Kassi عيادة الدكتور قاسي,31.240034,-6.1283039,31.240034,-6.1283039,3,300.0,998,doctors,,
hospital,Hôpital kelaat m'gouna,31.2498983,-6.1195622,31.2498983,-6.1195622,3,300.0,999,hospital,,
atm,attijri wafa bank,31.2380889,-6.1277978,31.2380889,-6.1277978,3,300.0,996,bank,,
atm,Crédit Agricole du Maroc,31.2381237,-6.1277351,31.2381237,-6.1277351,3,300.0,997,bank,,
atm,Banque Populaire البنك الشعبي,31.2382315,-6.1280732,31.2382315,-6.1280732,3,300.0,996,bank,,
atm,,31.2369956,-6.1294759,31.2369956,-6.1294759,3,300.0,995,atm,,
food,,30.7327424,-6.6313555,30.7327424,-6.6313555,4,450.0,985,restaurant,,
food,Tigonsa Cafe,30.7380079,-6.6423585,30.7380079,-6.6423585,4,450.0,932,cafe,,
food,Chhiwat Bladi,30.7762032,-6.5291102,30.7762032,-6.5291102,4,450.0,970,restaurant,,
water,,30.5771497,-7.2048855,30.5771497,-7.2048855,5,600.0,946,fountain,,
water,,30.6320257,-7.1134128,30.6320257,-7.1134128,5,600.0,989,drinking_water,,
water,,30.5841675,-7.1562763,30.5841675,-7.1562763,5,600.0,957,drinking_water,,
food,Taghadoute,30.5754478,-7.2054276,30.5754478,-7.2054276,5,600.0,997,restaurant,,hotel
food,,30.5762825,-7.2050971,30.5762825,-7.2050971,5,600.0,961,fast_food,,
food,Café Zafram,30.5779499,-7.205034,30.5779499,-7.205034,5,600.0,973,cafe,,
food,Baba Salh,30.576472,-7.2048746,30.576472,-7.2048746,5,600.0,940,restaurant,,
food,Snack El Mansouri,30.5777053,-7.2043615,30.5777053,-7.2043615,5,600.0,905,fast_food,,
food,,30.5766149,-7.2012586,30.5766149,-7.2012586,5,600.0,595,cafe,,
food,Amoudou,30.5777366,-7.2045219,30.5777366,-7.2045219,5,600.0,921,fast_food,,
food,Snack X.laz,30.5770056,-7.2052379,30.5770056,-7.2052379,5,600.0,978,fast_food,,
food,Bab Sahara,30.5756314,-7.205957,30.5756314,-7.205957,5,600.0,874,restaurant,,
food,Zenaga,30.5760286,-7.205147,30.5760286,-7.205147,5,600.0,967,restaurant,,
food,Boucetta,30.4694035,-7.399646,30.4694035,-7.399646,5,600.0,938,restaurant,,
food,Afriquia أفريقيا,30.5728377,-7.2089101,30.5728377,-7.2089101,5,600.0,945,restaurant,,
hotel,Zenaga,30.5760103,-7.2050836,30.5760103,-7.2050836,5,600.0,961,,,hotel
hotel,Bab Sahara,30.575645,-7.2060104,30.575645,-7.2060104,5,600.0,879,,,hotel
hotel,Auberge des Etoiles نزل النجوم,30.2175238,-7.5796132,30.2175238,-7.5796132,5,600.0,978,,,hotel
hotel,نزل الفردوس أكينان,30.2066754,-7.561975,30.2066754,-7.561975,5,600.0,987,,,hostel
supermarket,,30.5782315,-7.2053884,30.5782315,-7.2053884,5,600.0,841,,convenience,
supermarket,,30.5769279,-7.2010471,30.5769279,-7.2010471,5,600.0,578,,convenience,
supermarket,,30.5769613,-7.2030756,30.5769613,-7.2030756,5,600.0,772,,convenience,
supermarket,,30.4697144,-7.3984759,30.4697144,-7.3984759,5,600.0,916,,convenience,
fuel,Afriquia أفريقيا,30.57294,-7.208993,30.57294,-7.208993,5,600.0,947,fuel,,
fuel,ZIZ,30.469906,-7.3984641,30.469906,-7.3984641,5,600.0,908,fuel,,
fuel,Salama,30.5764158,-7.2054201,30.5764158,-7.2054201,5,600.0,992,fuel,,
fuel,TotalEnergies,30.5769488,-7.2028772,30.5769488,-7.2028772,5,600.0,753,fuel,,
fuel,Shell شل,30.57817,-7.2058125,30.57817,-7.2058125,5,600.0,879,fuel,,
hospital,Centre de Santé Communal Iznaguen المركز السحي الجماعي إزناكن,30.469341,-7.4000672,30.469341,-7.4000672,5,600.0,978,clinic,,
hospital,Hôpital de Taznakht,30.57907,-7.2025273,30.57907,-7.2025273,5,600.0,780,hospital,,
atm,Attijariwafa Bank التجاري وفا بنك,30.5760374,-7.2056037,30.5760374,-7.2056037,5,600.0,837,bank,,
atm,Banque Popularie,30.5754789,-7.2060592,30.5754789,-7.2060592,5,600.0,886,bank,,
water,,29.9449363,-8.4545518,29.9449363,-8.4545518,6,750.0,964,drinking_water,,
water,,29.9383033,-8.3668452,29.9383033,-8.3668452,6,750.0,976,drinking_water,,
water,,29.7489691,-8.9554885,29.7489691,-8.9554885,7,900.0,974,drinking_water,,
water,,29.6154146,-8.6842209,29.6154146,-8.6842209,7,900.0,824,drinking_water,,
water,,29.5383321,-8.8594013,29.5383321,-8.8594013,7,900.0,994,drinking_water,,
water,,29.6573067,-8.9621,29.6573067,-8.9621,7,900.0,996,drinking_water,,
water,,29.6291771,-8.9311409,29.6291771,-8.9311409,7,900.0,999,drinking_water,,
food,"Hotel, Restaurant Tanger",29.7208075,-8.9727766,29.7208075,-8.9727766,7,900.0,994,restaurant,,hotel
food,Chez Massaoud,29.5427868,-8.8674689,29.5427868,-8.8674689,7,900.0,926,cafe,,
food,A Tete Du Lion,29.7546308,-8.9595707,29.7546308,-8.9595707,7,900.0,983,restaurant,,hotel
food,Argana,29.7165468,-8.9700087,29.7165468,-8.9700087,7,900.0,999,restaurant,,hotel
food,Camp L'arganier D'almmelne,29.7558743,-8.962183,29.7558743,-8.962183,7,900.0,986,restaurant,,hotel
food,Redouane,29.720405,-8.9724932,29.720405,-8.9724932,7,900.0,942,restaurant,,hotel
food,Tafraout,29.7199995,-8.9718471,29.7199995,-8.9718471,7,900.0,989,restaurant,,hotel
food,Alfath,29.7195686,-8.9714673,29.7195686,-8.9714673,7,900.0,989,cafe,,
food,Cafe Restaurant Atlas,29.7196591,-8.9743551,29.7196591,-8.9743551,7,900.0,950,restaurant,,
food,L'Etoile Du Sud,29.7207591,-8.9751465,29.7207591,-8.9751465,7,900.0,627,restaurant,,
food,cafè chez Omar,29.5288215,-8.8508893,29.5288215,-8.8508893,7,900.0,925,cafe,,
food,,29.7211912,-8.9744578,29.7211912,-8.9744578,7,900.0,615,cafe,,
food,,29.7210727,-8.9743032,29.7210727,-8.9743032,7,900.0,595,cafe,,
food,,29.7244264,-8.9710934,29.7244264,-8.9710934,7,900.0,830,cafe,,
food,,29.7211857,-8.9738272,29.7211857,-8.9738272,7,900.0,577,restaurant,,
food,,29.7213036,-8.9739922,29.7213036,-8.9739922,7,900.0,597,restaurant,,
food,,29.7208826,-8.9731714,29.7208826,-8.9731714,7,900.0,992,fast_food,,
food,,29.720659,-8.973052,29.720659,-8.973052,7,900.0,989,cafe,,
food,,29.7205014,-8.97207,29.7205014,-8.97207,7,900.0,939,fast_food,,
food,,29.7199648,-8.9714648,29.7199648,-8.9714648,7,900.0,974,cafe,,
food,,29.7199097,-8.9714407,29.7199097,-8.9714407,7,900.0,999,restaurant,,
food,,29.7214611,-8.9720878,29.7214611,-8.9720878,7,900.0,525,cafe,,
food,Le Marrakech,29.7207172,-8.9740185,29.7207172,-8.9740185,7,900.0,547,restaurant,,
food,La KASBAH,29.7186957,-8.9711798,29.7186957,-8.9711798,7,900.0,995,restaurant,,
food,La Kasbah,29.7187037,-8.9713265,29.7187037,-8.9713265,7,900.0,971,restaurant,,
food,Chez Nadia,29.7181118,-8.9781792,29.7181118,-8.9781792,7,900.0,770,restaurant,,
food,,29.7535855,-9.0054626,29.7535855,-9.0054626,7,900.0,956,restaurant,,
food,,29.7179798,-8.9785115,29.7179798,-8.9785115,7,900.0,799,restaurant,,
food,,29.7216264,-8.9745454,29.7216264,-8.9745454,7,900.0,658,restaurant,,
food,Les Rochers Peints,29.7172754,-8.9768286,29.7172754,-8.9768286,7,900.0,923,restaurant,,hotel
food,Cafè Ait Mansour,29.5402827,-8.8641154,29.5402827,-8.8641154,7,900.0,966,cafe,,
food,Cafè Restaurant Chez Mustapha,29.5397819,-8.8638546,29.5397819,-8.8638546,7,900.0,911,cafe,,
hotel,Hotel saint antoine,29.7195412,-8.976468,29.7195412,-8.976468,7,900.0,658,,,hotel
hotel,Chez Amaliya,29.7531695,-8.96739,29.7531695,-8.96739,7,900.0,977,,,hotel
hotel,Bed & breakfast,29.548062,-8.8782857,29.548062,-8.8782857,7,900.0,999,,,guest_house
hotel,Maison Afoulki,29.7168306,-8.9704218,29.7168306,-8.9704218,7,900.0,973,,,guest_house
hotel,,29.7198543,-8.972958,29.7198543,-8.972958,7,900.0,990,,,hotel
hotel,Azur Tafraout,29.7151441,-8.9788133,29.7151441,-8.9788133,7,900.0,991,,,hotel
hotel,Hotel L' Arganier d' Ammelne,29.7558448,-8.9622183,29.7558448,-8.9622183,7,900.0,984,,,hotel
hotel,Hotel appart agranier tafraoute,29.722098,-8.9744256,29.722098,-8.9744256,7,900.0,693,,,hotel
hotel,Maison d'hôte arganino,29.7197279,-8.9739672,29.7197279,-8.9739672,7,900.0,936,,,guest_house
hotel,Maison Tigmi Ozro,29.7175133,-8.9784967,29.7175133,-8.9784967,7,900.0,792,,,guest_house
hotel,Auberge Ait Mansour Hanane. Chez Abdou,29.5477626,-8.8780157,29.5477626,-8.8780157,7,900.0,980,,,hotel
hotel,Hôtel Les Amis,29.7203745,-8.9717764,29.7203745,-8.9717764,7,900.0,917,,,hotel
hotel,Gite Gdourt,29.5218664,-8.845156,29.5218664,-8.845156,7,900.0,964,,,guest_house
hotel,Les Amandiers,29.7178047,-8.9744836,29.7178047,-8.9744836,7,900.0,996,,,hotel
hotel,Hotel Espace Tifaouine,29.7224266,-8.9723639,29.7224266,-8.9723639,7,900.0,636,,,hotel
hotel,Hotel Tanger,29.7208126,-8.9727286,29.7208126,-8.9727286,7,900.0,993,,,hotel
hotel,Hotel Salama,29.7201699,-8.9728878,29.7201699,-8.9728878,7,900.0,933,,,hotel
hotel,Hotel Redouane,29.7202472,-8.9723379,29.7202472,-8.9723379,7,900.0,921,,,hotel
hotel,,29.7178752,-8.9742928,29.7178752,-8.9742928,7,900.0,991,,,hotel
pharmacy,Pharmacie Al Massira صيدلية المسيرة,29.7198109,-8.9746952,29.7198109,-8.9746952,7,900.0,982,pharmacy,,
